URL,Brand,Product Name,Model Number,Price,Ratings,Discount,Band Colour,Band Material,Band Width,Case Diameter,Case Material,Case Thickness,Dial Colour,Crystal Material,Case Shape,Movement,Water Resistance Depth,Special Features,ImageURL,image,price_band
https://www.amazon.in/Alexandre-Christie-2B13BFBRGPN-Womens-Multi-Function/dp/B0CSKK6D7K/ref=sr_1_72?dib=eyJ2IjoiMSJ9.PH4ms5BrzamnON4VnDzlGifw1mLiEDCbqis8OCUVZhiMzw4NCAb_efo-mFOiDMebbnjO92lZY1tYatnK5xNkWG3CNXT2bR9zZGJyzVR1-4ihKxQ6_KG_FvEkiuQjSjcA9LeYHP4qY9MZPgNaUTOTpsqqWAG71G5_LFRzsIwU-doRPzltP_1kXbIJxSIbsH4VHTJ7qBGz2XLuC3ArJ8pIFuT_F8u26FCRCH-_mMbIcQBGCcV6q4aNFp-4YCdlSX3UUam242M09ym7XtzRDvMWtPBmaAJWYoVsszt3N8CJIIU.RY9rTPtzhpTRWtmNagqDp_cye79n7NFTeSn7xclCW_Q&dib_tag=se&qid=1744806238&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-72&xpid=NIOcc7XmuV-Ps,Alexandre Christie,2B13BFBRGPN Womens Multi-Function Watch 36 mm,2B13BFBRGPN,"25,997",,35%,Rose Gold,Stainless Steel,16 Millimeters,36 Millimeters,Stainless Steel,9 Millimeters,Pink,Crystal,Round,Quartz,30 Meters,Dual Time,https://m.media-amazon.com/images/I/61uF11L6ldL._AC_UL320_.jpg,,25k–40k
https://www.amazon.in/Alexandre-Christie-3030GCRIPBA-Chronograph-Watch/dp/B0DXPTCFXQ/ref=sr_1_88?dib=eyJ2IjoiMSJ9.PH4ms5BrzamnON4VnDzlGifw1mLiEDCbqis8OCUVZhiMzw4NCAb_efo-mFOiDMebbnjO92lZY1tYatnK5xNkWG3CNXT2bR9zZGJyzVR1-4ihKxQ6_KG_FvEkiuQjSjcA9LeYHP4qY9MZPgNaUTOTpsqqWAG71G5_LFRzsIwU-doRPzltP_1kXbIJxSIbsH4VHTJ7qBGz2XLuC3ArJ8pIFuT_F8u26FCRCH-_mMbIcQBGCcV6q4aNFp-4YCdlSX3UUam242M09ym7XtzRDvMWtPBmaAJWYoVsszt3N8CJIIU.RY9rTPtzhpTRWtmNagqDp_cye79n7NFTeSn7xclCW_Q&dib_tag=se&qid=1744806238&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-88&xpid=NIOcc7XmuV-Ps,Alexandre Christie,3030GCRIPBA Men Chronograph Watch 42 mm,3030GCRIPBA,"29,895",,,Black,Rubber,24 Millimeters,47 Millimeters,Stainless Steel,13 Millimeters,Black,Mineral Glass,Square,Quartz,,,https://m.media-amazon.com/images/I/61voaPN78JL._AC_UL320_.jpg,,25k–40k
https://www.amazon.in/Analog-Green-Dial-Womens-Watch-Z34002L9MF/dp/B0CQRKZ2XH/ref=sr_1_54?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-54&xpid=NIOcc7XmuV-Ps,GUESS,GC Analog Green Dial Women's Watch-Z34002L9MF,Z34002L9MF,"45,995",,,Gold,Stainless Steel,18 Millimeters,34 Millimeters,Stainless Steel,9 Millimeters,Green,Mineral Glass,Round,Quartz,100 Meters,,https://m.media-amazon.com/images/I/71Y3tkI7oVL._AC_UL320_.jpg,,40k+
https://www.amazon.in/Analog-Silver-Dial-Womens-Watch-Z20002L1MF/dp/B0C4P8BCFK/ref=sr_1_63?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-63&xpid=NIOcc7XmuV-Ps,GUESS,GC Analog Silver Dial Women's Watch-Z20002L1MF,Z20002L1MF,"44,995",,,Multicolor,Stainless Steel,18 Millimeters,34 Millimeters,Stainless Steel,9 Millimeters,Silver,Mineral Glass,Round,Quartz,100 Meters,,https://m.media-amazon.com/images/I/71zZgBDRxWL._AC_UL320_.jpg,,40k+
https://www.amazon.in/Analog-White-Dial-Womens-Watch-Z22002L1MF/dp/B0BW9T7NFP/ref=sr_1_68?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-68&xpid=NIOcc7XmuV-Ps,GUESS,GC Analog White Dial Women's Watch-Z22002L1MF,Z22002L1MF,"42,995",,,Gold,Stainless Steel,15 Millimeters,11 Millimeters,Stainless Steel,11 Millimeters,White,Mineral Glass,Round,Quartz,100 Meters,,https://m.media-amazon.com/images/I/71g+IWm5feL._AC_UL320_.jpg,,40k+
https://www.amazon.in/Analog-White-Dial-Womens-Watch-Z25002L1MF/dp/B0CKHSJBKL/ref=sr_1_56?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-56&xpid=NIOcc7XmuV-Ps,GUESS,GC Analog White Dial Women's Watch-Z25002L1MF,Z25002L1MF,"41,995",,,Multicolor,Stainless Steel,22 Millimeters,11 Millimeters,Stainless Steel,11 Millimeters,White,Mineral Glass,Tonneau,Quartz,100 Meters,,https://m.media-amazon.com/images/I/71bqSq6Y82L._AC_UL320_.jpg,,40k+
https://www.amazon.in/Anne-Klein-Analog-Womens-Watch-AK3000RGBY/dp/B0B181T7NT/ref=sr_1_112?dib=eyJ2IjoiMSJ9.VoEiQpGgfb_Wjc11PbUzDsl8KowxWE1KCbCD-EzdW9mrJos6gMzX4YkG2zYhPjQAoCotrykzkkdPjp8vfP5MGO-qKthSb_t_X9o7jHwPniRjE1WkLAalmj4uHoI_aKfUe4cikwaykYWNNDKIcGgOh0AULR5AdBeDRkHcoBFn5xAZXz8TBw2l8UK1Fb9q43koIAUG9FNJta1lUDnlzIP4qlVKrf73xooxOIVRQmuxDovps-ynYm5Nm6IhNSGpvwl--vz2T-aoR_WUpTJDWKqy0ZzbjYn3fgBoTT4BeSuKq6U.cS8Ke0OS0OVL7--fX31WNc_yh9OuOB2Wfbm4rpB8lpU&dib_tag=se&qid=1744805261&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-112&xpid=NIOcc7XmuV-Ps,Anne Klein,Womens 34 mm Burgundy Dial Stainless Steel Analog Watch,WAK3000RGBY,"13,000",,,Pink,Alloy Steel,12 Millimeters,34 Millimeters,Stainless Steel,9 Millimeters,Burgundy,Mineral Glass,Round,Quartz,30 Meters,Crystal,https://m.media-amazon.com/images/I/51Hu9vGpvlL._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Analog-Silver-Watch-AX5573/dp/B09BBK2MWW/ref=sr_1_47?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-47&xpid=NIOcc7XmuV-Ps,Armani Exchange,Analog Silver Dial Women's Stainless Steel Watch-Ax5573,AX5573,"11,196",4.4,20%,Gold,Stainless Steel,18 Millimeters,36 Millimeters,,6 Millimeters,,,Round,Quartz,30 Meters,measures seconds,https://m.media-amazon.com/images/I/81HX8vY1rmL._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Analog-Silver-Watch-AX5811/dp/B0DSBRX69Y/ref=sr_1_62?dib=eyJ2IjoiMSJ9.tYLBRKX1WQIyqiHkNPqOLqLoSoW0Pcjm85lFLs2Ch5DOy8KceWwMSEruLlmCP4xAIlHcplb-yZTkkZ0amYOsPaAtmoVVGSH3x4KjYfTTTptUPkw_VaxIq9ASGNFokKfTdD56xTsV7G_XRUhK1KksvJ8WabSb7j9ki0peUcyQdI_8H1_v428WvUvrkzG5vtsrsuGA9T4USOI1K0CIeWNQK-dFpCwFsjhWc6N2Wp4tHhWuK3e96Dt2oArjfZsy29OVBZuEw2963Cd7VJJmeC9R657Yqnn-iBl-LCGbCDJ46_E.1KBbVn6EuNQhK8BeeqT6-AoEB-Kso0qXYJBzRzNpBvo&dib_tag=se&qid=1744805258&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-62&xpid=NIOcc7XmuV-Ps,Armani Exchange,Analog Silver Dial Women's Watch-AX5811,AX5811,"12,179",,3%,Gold,Stainless Steel,8 Millimeters,27 Millimeters,Stainless Steel,7 Millimeters,Silver,Glass,Rectangular,Quartz,50 Meters,,https://m.media-amazon.com/images/I/61rLQV9kVOL._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Analog-Silver-Watch-AX5901/dp/B0846Q1JT5/ref=sr_1_63?dib=eyJ2IjoiMSJ9.tYLBRKX1WQIyqiHkNPqOLqLoSoW0Pcjm85lFLs2Ch5DOy8KceWwMSEruLlmCP4xAIlHcplb-yZTkkZ0amYOsPaAtmoVVGSH3x4KjYfTTTptUPkw_VaxIq9ASGNFokKfTdD56xTsV7G_XRUhK1KksvJ8WabSb7j9ki0peUcyQdI_8H1_v428WvUvrkzG5vtsrsuGA9T4USOI1K0CIeWNQK-dFpCwFsjhWc6N2Wp4tHhWuK3e96Dt2oArjfZsy29OVBZuEw2963Cd7VJJmeC9R657Yqnn-iBl-LCGbCDJ46_E.1KBbVn6EuNQhK8BeeqT6-AoEB-Kso0qXYJBzRzNpBvo&dib_tag=se&qid=1744805258&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-63&xpid=NIOcc7XmuV-Ps,Armani Exchange,Analog Silver Dial Women's Stainless Steel Watch-Ax5901,AX5901,"14,495",4.1,,Gold,Stainless Steel,16 Millimeters,36 Millimeters,,8 Millimeters,White,,Round,Quartz,30 Meters,Water Resistant,https://m.media-amazon.com/images/I/71eGDSgZZnL._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Analog-Stainless-Watch-AX5175/dp/B0DKJD53T6/ref=sr_1_97?dib=eyJ2IjoiMSJ9.tYLBRKX1WQIyqiHkNPqOLqLoSoW0Pcjm85lFLs2Ch5DOy8KceWwMSEruLlmCP4xAIlHcplb-yZTkkZ0amYOsPaAtmoVVGSH3x4KjYfTTTptUPkw_VaxIq9ASGNFokKfTdD56xTsV7G_XRUhK1KksvJ8WabSb7j9ki0peUcyQdI_8H1_v428WvUvrkzG5vtsrsuGA9T4USOI1K0CIeWNQK-dFpCwFsjhWc6N2Wp4tHhWuK3e96Dt2oArjfZsy29OVBZuEw2963Cd7VJJmeC9R657Yqnn-iBl-LCGbCDJ46_E.1KBbVn6EuNQhK8BeeqT6-AoEB-Kso0qXYJBzRzNpBvo&dib_tag=se&qid=1744805258&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-97&xpid=NIOcc7XmuV-Ps,Armani Exchange,Analog Blue Dial Women's Stainless Steel Watch-AX5175,AX5175,"14,495",,,Blue,Stainless Steel,16 Millimeters,36 Millimeters,Stainless Steel,6 Millimeters,Blue,Glass,Round,Quartz,50 Meters,Open Dial,https://m.media-amazon.com/images/I/41heEyxSUcL._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Analog-Womens-Watch-AX5258/dp/B09DGQ8BLV/ref=sr_1_92?dib=eyJ2IjoiMSJ9.tYLBRKX1WQIyqiHkNPqOLqLoSoW0Pcjm85lFLs2Ch5DOy8KceWwMSEruLlmCP4xAIlHcplb-yZTkkZ0amYOsPaAtmoVVGSH3x4KjYfTTTptUPkw_VaxIq9ASGNFokKfTdD56xTsV7G_XRUhK1KksvJ8WabSb7j9ki0peUcyQdI_8H1_v428WvUvrkzG5vtsrsuGA9T4USOI1K0CIeWNQK-dFpCwFsjhWc6N2Wp4tHhWuK3e96Dt2oArjfZsy29OVBZuEw2963Cd7VJJmeC9R657Yqnn-iBl-LCGbCDJ46_E.1KBbVn6EuNQhK8BeeqT6-AoEB-Kso0qXYJBzRzNpBvo&dib_tag=se&qid=1744805258&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-92&xpid=NIOcc7XmuV-Ps,Armani Exchange,Analog White Dial Women's Stainless Steel Watch-Ax5258,AX5258,"11,996",,20%,Silver,Metal,18 Millimeters,36 Millimeters,Stainless Steel,8 Millimeters,white,Crystal,Round,Quartz,30 Meters,measures seconds,https://m.media-amazon.com/images/I/71QBFhnazoL._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Analog-Womens-Watch-AX5658/dp/B0B7BG3FLW/ref=sr_1_59?dib=eyJ2IjoiMSJ9.tYLBRKX1WQIyqiHkNPqOLqLoSoW0Pcjm85lFLs2Ch5DOy8KceWwMSEruLlmCP4xAIlHcplb-yZTkkZ0amYOsPaAtmoVVGSH3x4KjYfTTTptUPkw_VaxIq9ASGNFokKfTdD56xTsV7G_XRUhK1KksvJ8WabSb7j9ki0peUcyQdI_8H1_v428WvUvrkzG5vtsrsuGA9T4USOI1K0CIeWNQK-dFpCwFsjhWc6N2Wp4tHhWuK3e96Dt2oArjfZsy29OVBZuEw2963Cd7VJJmeC9R657Yqnn-iBl-LCGbCDJ46_E.1KBbVn6EuNQhK8BeeqT6-AoEB-Kso0qXYJBzRzNpBvo&dib_tag=se&qid=1744805258&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-59&xpid=NIOcc7XmuV-Ps,Armani Exchange,"Stainless Steel Analog Rose Gold Dial Women Watch-Ax5658, Rose Gold Band",AX5658,"13,596",,20%,Rose Gold,Stainless Steel,16 Millimeters,38 Millimeters,Stainless Steel,8 Millimeters,Rose Gold,Glass,Round,Quartz,50 Meters,measures seconds,https://m.media-amazon.com/images/I/71FtmRgZRAL._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Brooke-Analog-Watch-AX5329/dp/B07K7H8M3P/ref=sr_1_34?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-34&xpid=NIOcc7XmuV-Ps,Armani Exchange,"Armani Exchange Leather Brooke Analog Black Dial Women Watch-Ax5329, Gray Band",AX5329,"12,495",4.4,,Gray,Leather,14 Millimeters,38 Millimeters,,9 Millimeters,Black,Mineral,Round,Quartz,50 Metres,,https://m.media-amazon.com/images/I/71R9Sg+JwNL._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Stainless-Watch-Ax5662-Multi-Color/dp/B0CR5JD7JQ/ref=sr_1_89?dib=eyJ2IjoiMSJ9.tYLBRKX1WQIyqiHkNPqOLqLoSoW0Pcjm85lFLs2Ch5DOy8KceWwMSEruLlmCP4xAIlHcplb-yZTkkZ0amYOsPaAtmoVVGSH3x4KjYfTTTptUPkw_VaxIq9ASGNFokKfTdD56xTsV7G_XRUhK1KksvJ8WabSb7j9ki0peUcyQdI_8H1_v428WvUvrkzG5vtsrsuGA9T4USOI1K0CIeWNQK-dFpCwFsjhWc6N2Wp4tHhWuK3e96Dt2oArjfZsy29OVBZuEw2963Cd7VJJmeC9R657Yqnn-iBl-LCGbCDJ46_E.1KBbVn6EuNQhK8BeeqT6-AoEB-Kso0qXYJBzRzNpBvo&dib_tag=se&qid=1744805258&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-89&xpid=NIOcc7XmuV-Ps,Armani Exchange,"Armani Exchange Stainless Steel Analog White Dial Women Watch-Ax5662, Multi-Color Band",AX5662,"11,897",4.4,30%,Multicolor,Stainless Steel,18 Millimeters,38 Millimeters,,8 Millimeters,White,Glass,Round,Quartz,50 Metres,,https://m.media-amazon.com/images/I/71gmdhKvw5L._AC_UL320_.jpg,,10k–15k
https://www.amazon.in/Armani-Exchange-Womens-AX4331-Watch/dp/B016Q1CPCM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-19&xpid=NIOcc7XmuV-Ps,Armani Exchange,"Armani Exchange Stainless Steel Analog Silver Dial Women Watch-Ax4331, Multi-Color Band",AX4331,"16,995",4.4,,Multicolor,Stainless Steel,18 Millimeters,36 Millimeters,,10 Millimeters,Silver,Mineral,Round,Japanese Quartz,50 Metres,,https://m.media-amazon.com/images/I/711X+ofVGhL._AC_UL320_.jpg,,15k–25k
https://www.amazon.in/BOSS-Analog-Black-Dial-Watch-1514168/dp/B0D25GHXFM/ref=sr_1_49?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-49&xpid=NIOcc7XmuV-Ps,BOSS,Analog Black Dial Men's Watch-1514168,1514168,"26,175",,,Black,Silicone,22 Millimeters,44 Millimeters,Stainless Steel,11.45 Millimeters,Black,Mineral Glass,Round,Quartz,50 Meters,Water Resistant,https://m.media-amazon.com/images/I/715qly9OBFL._AC_UL320_.jpg,,25k–40k
https://www.amazon.in/CARIBE-39mm-WHITE-SILVER-Silver/dp/B0BYJZMZ5N/ref=sr_1_67?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-67&xpid=NIOcc7XmuV-Ps,Philip Watch,"CARIBE 39mm 3H WHITE SILVER DIAL BRAC, Silver",R8253107012,"70,918",,38%,Silver,Stainless Steel,20 Millimeters,46 Millimeters,Stainless Steel,9.35 Millimeters,White,Sapphire Crystal,Round,Automatic,,,https://m.media-amazon.com/images/I/61ZrgcugSvL._AC_UL320_.jpg,,40k+
https://www.amazon.in/Charles-Hubert-Paris-3906-W-Collection-Mechanical/dp/B005N2KHBW/ref=sr_1_125?dib=eyJ2IjoiMSJ9.VFTJtq38JGmPte3utK4C5X9YIw32TNjqvl0pLHQ-fWUpgzUrv4xq1hh9SIMoKMgeAY-8X68W5hOjBKIxv9FZn6yvCLoLu_GEYPbEl0yVGxCYwCHoxDEM5cdr6DGRCmSSbfk8GV4XaGPFKCn366Kz3XVV8Q06PlgVZqToPdqBUQNPIrTFbmWBmCXZr0whC6oiTRz5aBYHEN8tWinhr6NfxzZrRnONAlHuS5sy-SHd6ipxofKHLbb8B4mdHSgKmd-pV2s5QJJ4P8PUsrbbRvFy-rG7pKLbgnLFpL3PvFHZpSU.DjInISke7FrJDGDTUyBvyJWUK0OSDNwKz7rd1UkV6ug&dib_tag=se&qid=1744806597&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-125&xpid=NIOcc7XmuV-Ps,"Charles-Hubert, Paris",3906-W Premium Collection Stainless Steel Satin Finish Hunter Case Mechanical Pocket Watch,3906-W,"69,715",,,Silver,,,54 Millimeters,Stainless Steel,14 Millimeters,white,Plastic,Round,Mechanical Hand Wind,,"Skeleton Dial, Premium Materials and Functionality",https://m.media-amazon.com/images/I/81A+ZgkpGuL._AC_UL320_.jpg,,
https://www.amazon.in/CIGA-Design-Ceramic-Analog-Watch-X012-PR02-W5PK/dp/B0BJ32X7P5/ref=sr_1_70?dib=eyJ2IjoiMSJ9.PH4ms5BrzamnON4VnDzlGifw1mLiEDCbqis8OCUVZhiMzw4NCAb_efo-mFOiDMebbnjO92lZY1tYatnK5xNkWG3CNXT2bR9zZGJyzVR1-4ihKxQ6_KG_FvEkiuQjSjcA9LeYHP4qY9MZPgNaUTOTpsqqWAG71G5_LFRzsIwU-doRPzltP_1kXbIJxSIbsH4VHTJ7qBGz2XLuC3ArJ8pIFuT_F8u26FCRCH-_mMbIcQBGCcV6q4aNFp-4YCdlSX3UUam242M09ym7XtzRDvMWtPBmaAJWYoVsszt3N8CJIIU.RY9rTPtzhpTRWtmNagqDp_cye79n7NFTeSn7xclCW_Q&dib_tag=se&qid=1744806238&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-70&xpid=NIOcc7XmuV-Ps,CIGA Design,X Series Ceramic Analog Red Dial Women's Watch-X012-PR02-W5PK,X012-PR02-W5PK,"33,660",,1%,Pink,Silicone,22 Millimeters,46 Millimeters,Ceramic,11.8 Millimeters,Red,Sapphire Crystal,Square,Automatic,30 Meters,"Waterproof, Glow In The Dark, Lightweight",https://m.media-amazon.com/images/I/51r7ntLrd+L._AC_UL320_.jpg,,25k–40k
